Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2016,Afghanistan,AFG,Albania,ALB,G,N,FI,P,64
2016,Afghanistan,AFG,Egypt,EGY,U,A,AR,P,5
2016,Afghanistan,AFG,Egypt,EGY,U,N,FI,P,6
2016,Afghanistan,AFG,Australia,AUS,G,A,AR,P,33
2016,Afghanistan,AFG,Australia,AUS,G,N,FI,P,2563
2016,Afghanistan,AFG,Austria,AUT,G,N,FA,P,11522
2016,Afghanistan,AFG,Azerbaijan,AZE,G,A,AR,P,12
2016,Afghanistan,AFG,Azerbaijan,AZE,G,N,FI,P,129
2016,Afghanistan,AFG,Azerbaijan,AZE,U,N,FI,P,85
2016,Afghanistan,AFG,Belgium,BEL,G,N,FI,P,2227
2016,Afghanistan,AFG,Belgium,BEL,G,A,JR,C,388
2016,Afghanistan,AFG,Belgium,BEL,G,R,RA,P,540
2016,Afghanistan,AFG,Belarus,BLR,G,N,FI,P,21
2016,Afghanistan,AFG,Brazil,BRA,G,N,FI,P,13
2016,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,G,N,FI,P,5
2016,Afghanistan,AFG,Bulgaria,BGR,G,N,FI,P,8613
2016,Afghanistan,AFG,Bulgaria,BGR,G,R,RA,P,183
2016,Afghanistan,AFG,Canada,CAN,G,N,FI,P,624
2016,Afghanistan,AFG,China,CHN,U,N,FI,P,20
2016,Afghanistan,AFG,Cuba,CUB,U,N,FA,P,31
2016,Afghanistan,AFG,Czechia,CZE,G,N,FI,P,36
2016,Afghanistan,AFG,Denmark,DNK,G,A,AR,P,612
2016,Afghanistan,AFG,Denmark,DNK,G,N,FI,P,1154
2016,Afghanistan,AFG,Finland,FIN,G,N,FI,P,697
2016,Afghanistan,AFG,Finland,FIN,G,R,RA,P,60
2016,Afghanistan,AFG,France,FRA,G,A,AR,P,611
2016,Afghanistan,AFG,France,FRA,G,N,FI,P,6087
2016,Afghanistan,AFG,France,FRA,G,A,RA,P,21
2016,Afghanistan,AFG,France,FRA,G,R,RA,P,38
2016,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,969
2016,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,3094
2016,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,61
2016,Afghanistan,AFG,Georgia,GEO,G,N,FI,P,17
2016,Afghanistan,AFG,Germany,DEU,G,N,NA,P,127012
2016,Afghanistan,AFG,Germany,DEU,G,R,RA,P,880
2016,Afghanistan,AFG,Greece,GRC,G,A,AR,P,204
2016,Afghanistan,AFG,Greece,GRC,G,N,FI,P,4293
2016,Afghanistan,AFG,Greece,GRC,G,R,RA,P,78
2016,Afghanistan,AFG,Croatia,HRV,G,N,FI,P,581
2016,Afghanistan,AFG,Croatia,HRV,G,J,JR,P,13
2016,Afghanistan,AFG,Hungary,HUN,G,N,FI,P,10774
2016,Afghanistan,AFG,Hungary,HUN,G,R,RA,P,278
2016,Afghanistan,AFG,Iceland,ISL,G,N,FI,P,25
2016,Afghanistan,AFG,India,IND,U,A,AR,P,398
2016,Afghanistan,AFG,India,IND,U,N,FI,P,4100
2016,Afghanistan,AFG,Indonesia,IDN,U,A,AR,P,73
2016,Afghanistan,AFG,Indonesia,IDN,U,N,FI,P,1162
2016,Afghanistan,AFG,Ireland,IRL,G,A,AR,P,52
2016,Afghanistan,AFG,Ireland,IRL,G,N,FI,P,121
2016,Afghanistan,AFG,Ireland,IRL,G,R,RA,P,5
2016,Afghanistan,AFG,Ireland,IRL,G,A,SP,P,5
2016,Afghanistan,AFG,Ireland,IRL,G,N,SP,P,6
2016,Afghanistan,AFG,Italy,ITA,G,N,FI,P,2851
2016,Afghanistan,AFG,Kazakhstan,KAZ,G,A,AR,P,22
2016,Afghanistan,AFG,Kazakhstan,KAZ,G,N,FI,P,224
2016,Afghanistan,AFG,Kenya,KEN,J,N,FI,P,6
2016,Afghanistan,AFG,Kyrgyzstan,KGZ,G,N,FI,P,150
2016,Afghanistan,AFG,"Rep. of Korea",KOR,G,N,FA,P,7
2016,Afghanistan,AFG,"Sri Lanka",LKA,U,A,AR,P,5
2016,Afghanistan,AFG,"Sri Lanka",LKA,U,N,FI,P,54
2016,Afghanistan,AFG,Lithuania,LTU,G,N,FI,P,32
2016,Afghanistan,AFG,Luxembourg,LUX,G,A,AR,P,9
2016,Afghanistan,AFG,Luxembourg,LUX,G,N,FI,P,56
2016,Afghanistan,AFG,Latvia,LVA,G,N,FI,P,35
2016,Afghanistan,AFG,Madagascar,MDG,U,N,FI,P,5
2016,Afghanistan,AFG,Mauritania,MRT,U,N,FI,P,7
2016,Afghanistan,AFG,"North Macedonia",MKD,G,N,FA,P,167
2016,Afghanistan,AFG,"Rep. of Moldova",MDA,G,N,FI,P,5
2016,Afghanistan,AFG,"Rep. of Moldova",MDA,G,J,JR,P,7
2016,Afghanistan,AFG,Malaysia,MYS,U,A,AR,P,31
2016,Afghanistan,AFG,Malaysia,MYS,U,N,FI,P,359
2016,Afghanistan,AFG,Montenegro,MNE,G,N,FA,P,52
2016,Afghanistan,AFG,Mongolia,MNG,U,N,FI,P,5
2016,Afghanistan,AFG,Malta,MLT,G,N,FI,P,7
2016,Afghanistan,AFG,Netherlands,NLD,G,N,FI,P,1210
2016,Afghanistan,AFG,Netherlands,NLD,G,R,RA,P,378
2016,Afghanistan,AFG,Norway,NOR,G,A,AR,P,3284
2016,Afghanistan,AFG,Norway,NOR,G,N,FI,P,350
2016,Afghanistan,AFG,Norway,NOR,G,R,RA,P,23
2016,Afghanistan,AFG,"New Zealand",NZL,G,N,FI,P,6
2016,Afghanistan,AFG,Pakistan,PAK,U,A,AR,P,1498
2016,Afghanistan,AFG,Pakistan,PAK,U,N,FI,P,4371
2016,Afghanistan,AFG,Philippines,PHL,G,N,FA,P,8
2016,Afghanistan,AFG,Poland,POL,G,A,AR,P,6
2016,Afghanistan,AFG,Poland,POL,G,N,FI,P,19
2016,Afghanistan,AFG,Portugal,PRT,G,N,FI,P,18
2016,Afghanistan,AFG,Romania,ROU,G,N,FI,P,79
2016,Afghanistan,AFG,Romania,ROU,G,R,RA,P,8
2016,Afghanistan,AFG,"Russian Federation",RUS,G,N,FI,P,211
2016,Afghanistan,AFG,"Russian Federation",RUS,G,N,TA,P,577
2016,Afghanistan,AFG,"El Salvador",SLV,G,N,FI,P,5
2016,Afghanistan,AFG,Spain,ESP,G,N,FI,P,69
2016,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,409
2016,Afghanistan,AFG,Slovakia,SVK,G,N,FI,P,8
2016,Afghanistan,AFG,Slovakia,SVK,G,R,RA,P,8
2016,Afghanistan,AFG,Slovenia,SVN,G,N,FI,P,409
2016,Afghanistan,AFG,Slovenia,SVN,G,R,RA,P,10
2016,Afghanistan,AFG,Sweden,SWE,G,A,AR,P,4823
2016,Afghanistan,AFG,Sweden,SWE,G,N,FI,P,2148
2016,Afghanistan,AFG,Sweden,SWE,G,R,RA,P,809
2016,Afghanistan,AFG,Switzerland,CHE,G,N,FI,P,3183
2016,Afghanistan,AFG,Switzerland,CHE,G,R,FI,P,46
2016,Afghanistan,AFG,"Syrian Arab Rep.",SYR,U,N,FI,P,53
2016,Afghanistan,AFG,"Syrian Arab Rep.",SYR,U,R,JR,P,21
2016,Afghanistan,AFG,Thailand,THA,U,N,FI,P,33
2016,Afghanistan,AFG,Tajikistan,TJK,G,N,FA,P,254
2016,Afghanistan,AFG,Tajikistan,TJK,U,N,FI,P,19
2016,Afghanistan,AFG,Türkiye,TUR,U,N,FI,P,34775
2016,Afghanistan,AFG,Türkiye,TUR,U,R,RA,P,20
2016,Afghanistan,AFG,"United Arab Emirates",ARE,U,N,NA,P,18
2016,Afghanistan,AFG,Ukraine,UKR,G,N,FI,P,164
2016,Afghanistan,AFG,Ukraine,UKR,G,J,JR,P,138
2016,Afghanistan,AFG,Ukraine,UKR,U,N,FI,P,82
2016,Afghanistan,AFG,"United States of America",USA,G,N,EO,P,48
2016,Afghanistan,AFG,"United States of America",USA,G,N,IN,C,263
2016,Albania,ALB,Australia,AUS,G,A,AR,P,11
2016,Albania,ALB,Australia,AUS,G,N,FI,P,39
2016,Albania,ALB,Austria,AUT,G,N,FA,P,76
2016,Albania,ALB,Belgium,BEL,G,N,FI,P,649
2016,Albania,ALB,Belgium,BEL,G,A,JR,C,256
2016,Albania,ALB,Belgium,BEL,G,R,RA,P,168
2016,Albania,ALB,Canada,CAN,G,N,FI,P,168
2016,Albania,ALB,"Costa Rica",CRI,G,A,AR,P,5
2016,Albania,ALB,"Costa Rica",CRI,G,N,FI,P,6
2016,Albania,ALB,Denmark,DNK,G,N,FI,P,90
2016,Albania,ALB,Estonia,EST,G,N,FI,P,8
2016,Albania,ALB,Finland,FIN,G,N,FI,P,83
2016,Albania,ALB,France,FRA,G,A,AR,P,1786
2016,Albania,ALB,France,FRA,G,N,FI,P,6859
2016,Albania,ALB,France,FRA,G,A,RA,P,399
2016,Albania,ALB,France,FRA,G,R,RA,P,571
2016,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,491
2016,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,1768
2016,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,34
2016,Albania,ALB,Germany,DEU,G,N,NA,P,14853
2016,Albania,ALB,Germany,DEU,G,R,RA,P,2383
2016,Albania,ALB,Greece,GRC,G,A,AR,P,831
2016,Albania,ALB,Greece,GRC,G,N,FI,P,1295
2016,Albania,ALB,Greece,GRC,G,R,RA,P,125
2016,Albania,ALB,Croatia,HRV,G,N,FI,P,5
2016,Albania,ALB,Hungary,HUN,G,N,FI,P,13
2016,Albania,ALB,Iceland,ISL,G,N,FI,P,228
2016,Albania,ALB,Ireland,IRL,G,A,AR,P,145
2016,Albania,ALB,Ireland,IRL,G,N,FI,P,222
2016,Albania,ALB,Ireland,IRL,G,R,RA,P,20
2016,Albania,ALB,Ireland,IRL,G,A,SP,P,20
2016,Albania,ALB,Ireland,IRL,G,N,SP,P,35
2016,Albania,ALB,Italy,ITA,G,N,FI,P,363
2016,Albania,ALB,Liechtenstein,LIE,G,N,FI,P,5
2016,Albania,ALB,Luxembourg,LUX,G,A,AR,P,107
2016,Albania,ALB,Luxembourg,LUX,G,N,FI,P,213
2016,Albania,ALB,Luxembourg,LUX,G,J,JR,P,5
2016,Albania,ALB,Luxembourg,LUX,G,A,RA,C,12
2016,Albania,ALB,Luxembourg,LUX,G,N,RA,P,13
2016,Albania,ALB,Mexico,MEX,G,N,FI,P,9
2016,Albania,ALB,Montenegro,MNE,G,N,FA,P,5
2016,Albania,ALB,Malta,MLT,G,N,FI,P,5
2016,Albania,ALB,Netherlands,NLD,G,N,FI,P,1683
2016,Albania,ALB,Netherlands,NLD,G,R,RA,P,34
2016,Albania,ALB,Norway,NOR,G,A,AR,P,97
2016,Albania,ALB,Norway,NOR,G,N,FI,P,127
2016,Albania,ALB,Norway,NOR,G,R,RA,P,5
2016,Albania,ALB,Romania,ROU,G,N,FI,P,15
2016,Albania,ALB,Spain,ESP,G,N,FI,P,26
2016,Albania,ALB,Slovenia,SVN,G,N,FI,P,6
2016,Albania,ALB,Sweden,SWE,G,A,AR,P,784
2016,Albania,ALB,Sweden,SWE,G,N,FI,P,730
2016,Albania,ALB,Sweden,SWE,G,R,RA,P,56
2016,Albania,ALB,Switzerland,CHE,G,N,FI,P,142
2016,Albania,ALB,Switzerland,CHE,G,R,FI,P,15
2016,Albania,ALB,"United States of America",USA,G,N,EO,P,165
2016,Albania,ALB,"United States of America",USA,G,N,IN,C,208
2016,Algeria,DZA,Australia,AUS,G,N,FI,P,15
2016,Algeria,DZA,Austria,AUT,G,N,FA,P,848
2016,Algeria,DZA,Belgium,BEL,G,N,FI,P,83
2016,Algeria,DZA,Belgium,BEL,G,A,JR,C,17
2016,Algeria,DZA,Belgium,BEL,G,R,RA,P,28
2016,Algeria,DZA,Bulgaria,BGR,G,N,FI,P,18
2016,Algeria,DZA,Bulgaria,BGR,G,R,RA,P,6
2016,Algeria,DZA,Canada,CAN,G,N,FI,P,105
2016,Algeria,DZA,Czechia,CZE,G,N,FI,P,7
2016,Algeria,DZA,Czechia,CZE,G,R,RA,P,5
2016,Algeria,DZA,Denmark,DNK,G,A,AR,P,5
2016,Algeria,DZA,Denmark,DNK,G,N,FI,P,160
2016,Algeria,DZA,Finland,FIN,G,N,FI,P,28
2016,Algeria,DZA,France,FRA,G,A,AR,P,1147
2016,Algeria,DZA,France,FRA,G,N,FI,P,2520
2016,Algeria,DZA,France,FRA,G,A,RA,P,30
2016,Algeria,DZA,France,FRA,G,R,RA,P,78
2016,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,63
2016,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,189
2016,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,7
2016,Algeria,DZA,Germany,DEU,G,N,NA,P,3563
2016,Algeria,DZA,Germany,DEU,G,R,RA,P,198
2016,Algeria,DZA,Greece,GRC,G,A,AR,P,356
2016,Algeria,DZA,Greece,GRC,G,N,FI,P,869
2016,Algeria,DZA,Greece,GRC,G,R,RA,P,20
2016,Algeria,DZA,Croatia,HRV,G,N,FI,P,124
2016,Algeria,DZA,Croatia,HRV,G,J,JR,P,9
2016,Algeria,DZA,Hungary,HUN,G,N,FI,P,606
2016,Algeria,DZA,Hungary,HUN,G,R,RA,P,104
2016,Algeria,DZA,Iceland,ISL,G,N,FI,P,15
2016,Algeria,DZA,Ireland,IRL,G,A,AR,P,49
2016,Algeria,DZA,Ireland,IRL,G,N,FI,P,63
2016,Algeria,DZA,Ireland,IRL,G,A,SP,P,18
2016,Algeria,DZA,Ireland,IRL,G,N,SP,P,36
2016,Algeria,DZA,Italy,ITA,G,N,FI,P,94
2016,Algeria,DZA,Jordan,JOR,U,N,FI,P,5
2016,Algeria,DZA,"Rep. of Korea",KOR,G,N,FA,P,16
2016,Algeria,DZA,Lebanon,LBN,U,N,FI,P,5
2016,Algeria,DZA,Luxembourg,LUX,G,A,AR,P,10
2016,Algeria,DZA,Luxembourg,LUX,G,N,FI,P,75
2016,Algeria,DZA,"North Macedonia",MKD,G,N,FA,P,13
2016,Algeria,DZA,Montenegro,MNE,G,N,FA,P,15
2016,Algeria,DZA,Morocco,MAR,U,N,FI,P,9
2016,Algeria,DZA,Malta,MLT,G,A,AR,P,5
2016,Algeria,DZA,Malta,MLT,G,N,FI,P,5
2016,Algeria,DZA,Netherlands,NLD,G,N,FI,P,1000
2016,Algeria,DZA,Netherlands,NLD,G,R,RA,P,5
2016,Algeria,DZA,Norway,NOR,G,A,AR,P,43
2016,Algeria,DZA,Norway,NOR,G,N,FI,P,40
2016,Algeria,DZA,Poland,POL,G,N,FI,P,8
2016,Algeria,DZA,Portugal,PRT,G,N,FI,P,10
2016,Algeria,DZA,Romania,ROU,G,N,FI,P,8
2016,Algeria,DZA,"South Africa",ZAF,G,N,FI,P,17
2016,Algeria,DZA,Spain,ESP,G,N,FI,P,761
2016,Algeria,DZA,Slovakia,SVK,G,N,FI,P,6
2016,Algeria,DZA,Slovenia,SVN,G,N,FI,P,41
2016,Algeria,DZA,Sweden,SWE,G,A,AR,P,105
2016,Algeria,DZA,Sweden,SWE,G,N,FI,P,152
2016,Algeria,DZA,Sweden,SWE,G,R,RA,P,78
2016,Algeria,DZA,Switzerland,CHE,G,N,FI,P,521
2016,Algeria,DZA,Switzerland,CHE,G,R,FI,P,36
2016,Algeria,DZA,"Syrian Arab Rep.",SYR,U,N,FI,P,49
2016,Algeria,DZA,"Syrian Arab Rep.",SYR,U,A,JR,P,9
2016,Algeria,DZA,Türkiye,TUR,U,N,FI,P,9
2016,Algeria,DZA,"United States of America",USA,G,N,EO,P,5
2016,Algeria,DZA,"United States of America",USA,G,N,IN,C,59
2016,Angola,AGO,Argentina,ARG,G,N,FI,P,8
2016,Angola,AGO,Australia,AUS,G,N,FI,P,5
2016,Angola,AGO,Austria,AUT,G,N,FA,P,11
2016,Angola,AGO,Belgium,BEL,G,N,FI,P,75
2016,Angola,AGO,Belgium,BEL,G,A,JR,C,26
2016,Angola,AGO,Belgium,BEL,G,R,RA,P,17
2016,Angola,AGO,Brazil,BRA,G,N,FI,P,1353
2016,Angola,AGO,Canada,CAN,G,N,FI,P,51
2016,Angola,AGO,"Dem. Rep. of the Congo",COD,G,N,FI,P,13
2016,Angola,AGO,Cuba,CUB,U,N,FA,P,6
2016,Angola,AGO,Finland,FIN,G,N,FI,P,10
2016,Angola,AGO,France,FRA,G,A,AR,P,299
2016,Angola,AGO,France,FRA,G,N,FI,P,674
2016,Angola,AGO,France,FRA,G,A,RA,P,21
2016,Angola,AGO,France,FRA,G,R,RA,P,36
2016,Angola,AGO,Gabon,GAB,G,N,FA,P,7
2016,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,21
2016,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,56
2016,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,5
2016,Angola,AGO,Germany,DEU,G,N,NA,P,168
2016,Angola,AGO,India,IND,U,N,FI,P,5
2016,Angola,AGO,Indonesia,IDN,U,N,FI,P,6
2016,Angola,AGO,Ireland,IRL,G,A,AR,P,5
2016,Angola,AGO,Ireland,IRL,G,N,FI,P,11
2016,Angola,AGO,Ireland,IRL,G,N,SP,P,5
2016,Angola,AGO,Italy,ITA,G,N,FI,P,5
2016,Angola,AGO,Kenya,KEN,J,N,FI,P,6
2016,Angola,AGO,"Rep. of Korea",KOR,G,N,FA,P,5
2016,Angola,AGO,Netherlands,NLD,G,N,FI,P,17
2016,Angola,AGO,Norway,NOR,G,A,AR,P,5
2016,Angola,AGO,Norway,NOR,G,N,FI,P,7
2016,Angola,AGO,Panama,PAN,G,N,FI,P,5
2016,Angola,AGO,Portugal,PRT,G,N,FI,P,30
2016,Angola,AGO,Spain,ESP,G,N,FI,P,16
2016,Angola,AGO,Sweden,SWE,G,A,AR,P,13
2016,Angola,AGO,Sweden,SWE,G,N,FI,P,11
2016,Angola,AGO,Sweden,SWE,G,R,RA,P,9
2016,Angola,AGO,Switzerland,CHE,G,N,FI,P,57
2016,Angola,AGO,Switzerland,CHE,G,R,FI,P,5
2016,Angola,AGO,Uruguay,URY,G,N,FI,P,7
2016,Angola,AGO,"United States of America",USA,G,N,EO,P,17
2016,Angola,AGO,"United States of America",USA,G,N,IN,C,274
2016,"Antigua and Barbuda",ATG,Canada,CAN,G,N,FI,P,29
2016,"Antigua and Barbuda",ATG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,5
2016,Egypt,EGY,Australia,AUS,G,A,AR,P,37
2016,Egypt,EGY,Australia,AUS,G,N,FI,P,111
2016,Egypt,EGY,Austria,AUT,G,N,FA,P,200
2016,Egypt,EGY,Belgium,BEL,G,N,FI,P,52
2016,Egypt,EGY,Belgium,BEL,G,A,JR,C,18
2016,Egypt,EGY,Belgium,BEL,G,R,RA,P,29
2016,Egypt,EGY,Belarus,BLR,G,N,FI,P,5
2016,Egypt,EGY,Brazil,BRA,G,N,FI,P,29
2016,Egypt,EGY,Bulgaria,BGR,G,N,FI,P,5
2016,Egypt,EGY,Canada,CAN,G,N,FI,P,332
2016,Egypt,EGY,Cyprus,CYP,G,A,AR,P,57
2016,Egypt,EGY,Cyprus,CYP,G,N,FI,P,106
2016,Egypt,EGY,Cyprus,CYP,G,R,FI,P,5
2016,Egypt,EGY,Cyprus,CYP,G,R,RA,P,7
2016,Egypt,EGY,Czechia,CZE,G,N,FI,P,5
2016,Egypt,EGY,Denmark,DNK,G,A,AR,P,15
2016,Egypt,EGY,Denmark,DNK,G,N,FI,P,22
2016,Egypt,EGY,Finland,FIN,G,N,FI,P,17
2016,Egypt,EGY,France,FRA,G,A,AR,P,138
2016,Egypt,EGY,France,FRA,G,N,FI,P,316
2016,Egypt,EGY,France,FRA,G,A,RA,P,45
2016,Egypt,EGY,France,FRA,G,R,RA,P,69
2016,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,141
2016,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,473
2016,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,6
2016,Egypt,EGY,Georgia,GEO,G,N,FI,P,73
2016,Egypt,EGY,Germany,DEU,G,N,NA,P,1685
2016,Egypt,EGY,Germany,DEU,G,R,RA,P,99
2016,Egypt,EGY,Greece,GRC,G,A,AR,P,327
2016,Egypt,EGY,Greece,GRC,G,N,FI,P,259
2016,Egypt,EGY,Greece,GRC,G,R,RA,P,75
2016,Egypt,EGY,Croatia,HRV,G,N,FI,P,5
2016,Egypt,EGY,Hungary,HUN,G,N,FI,P,208
2016,Egypt,EGY,Hungary,HUN,G,R,RA,P,10
2016,Egypt,EGY,Iceland,ISL,G,N,FI,P,5
2016,Egypt,EGY,Indonesia,IDN,U,N,FI,P,11
2016,Egypt,EGY,Ireland,IRL,G,N,FI,P,15
2016,Egypt,EGY,Ireland,IRL,G,R,RA,P,5
2016,Egypt,EGY,Italy,ITA,G,N,FI,P,787
2016,Egypt,EGY,Jordan,JOR,U,A,AR,P,6
2016,Egypt,EGY,Jordan,JOR,U,N,FI,P,116
2016,Egypt,EGY,"Rep. of Korea",KOR,G,N,FA,P,1002
2016,Egypt,EGY,Lebanon,LBN,U,A,AR,P,34
2016,Egypt,EGY,Lebanon,LBN,U,N,FI,P,77
2016,Egypt,EGY,Luxembourg,LUX,G,N,FI,P,8
2016,Egypt,EGY,"North Macedonia",MKD,G,N,FA,P,5
2016,Egypt,EGY,Malaysia,MYS,U,N,FI,P,9
2016,Egypt,EGY,Morocco,MAR,U,N,FI,P,5
2016,Egypt,EGY,Malta,MLT,G,A,AR,P,13
2016,Egypt,EGY,Malta,MLT,G,N,FI,P,20
2016,Egypt,EGY,Netherlands,NLD,G,N,FI,P,113
2016,Egypt,EGY,Netherlands,NLD,G,R,RA,P,39
2016,Egypt,EGY,Norway,NOR,G,A,AR,P,117
2016,Egypt,EGY,Norway,NOR,G,N,FI,P,13
2016,Egypt,EGY,Poland,POL,G,A,AR,P,6
2016,Egypt,EGY,Poland,POL,G,N,FI,P,11
2016,Egypt,EGY,Qatar,QAT,U,N,FI,P,9
2016,Egypt,EGY,Romania,ROU,G,N,FI,P,16
2016,Egypt,EGY,Romania,ROU,G,R,RA,P,5
2016,Egypt,EGY,"South Africa",ZAF,G,N,FI,P,111
2016,Egypt,EGY,"Russian Federation",RUS,G,N,TA,P,6
2016,Egypt,EGY,Spain,ESP,G,N,FI,P,17
2016,Egypt,EGY,Sweden,SWE,G,A,AR,P,257
2016,Egypt,EGY,Sweden,SWE,G,N,FI,P,194
2016,Egypt,EGY,Sweden,SWE,G,R,RA,P,33
2016,Egypt,EGY,Switzerland,CHE,G,N,FI,P,53
2016,Egypt,EGY,Switzerland,CHE,G,R,FI,P,5
2016,Egypt,EGY,"Syrian Arab Rep.",SYR,U,N,FI,P,71
2016,Egypt,EGY,"Syrian Arab Rep.",SYR,U,A,JR,P,40
2016,Egypt,EGY,"Syrian Arab Rep.",SYR,U,R,JR,P,5
2016,Egypt,EGY,Thailand,THA,U,N,FI,P,22
2016,Egypt,EGY,Türkiye,TUR,U,A,AR,P,29
2016,Egypt,EGY,Türkiye,TUR,U,N,FI,P,71
2016,Egypt,EGY,Ukraine,UKR,G,N,FI,P,5
2016,Egypt,EGY,"United States of America",USA,G,N,EO,P,71
2016,Egypt,EGY,"United States of America",USA,G,N,IN,C,1134
2016,Egypt,EGY,Yemen,YEM,U,N,FI,P,5
2016,Egypt,EGY,Zimbabwe,ZWE,G,N,FI,P,13
2016,Argentina,ARG,Australia,AUS,G,N,FI,P,6
2016,Argentina,ARG,Brazil,BRA,G,N,FI,P,5
2016,Argentina,ARG,Canada,CAN,G,N,FI,P,8
2016,Argentina,ARG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,5
2016,Argentina,ARG,Italy,ITA,G,N,FI,P,5
2016,Argentina,ARG,Spain,ESP,G,N,FI,P,10
2016,Argentina,ARG,Sweden,SWE,G,N,FI,P,5
2016,Argentina,ARG,"United States of America",USA,G,N,EO,P,23
2016,Argentina,ARG,"United States of America",USA,G,N,IN,C,38
2016,Armenia,ARM,Argentina,ARG,G,N,FI,P,50
2016,Armenia,ARM,Austria,AUT,G,N,FA,P,223
2016,Armenia,ARM,Belgium,BEL,G,N,FI,P,135
2016,Armenia,ARM,Belgium,BEL,G,A,JR,C,59
2016,Armenia,ARM,Belgium,BEL,G,R,RA,P,91
2016,Armenia,ARM,Canada,CAN,G,N,FI,P,6
2016,Armenia,ARM,Cyprus,CYP,G,N,FI,P,8
2016,Armenia,ARM,Cyprus,CYP,G,R,RA,P,5
2016,Armenia,ARM,Czechia,CZE,G,N,FI,P,51
2016,Armenia,ARM,Czechia,CZE,G,R,RA,P,9
2016,Armenia,ARM,Denmark,DNK,G,A,AR,P,61
2016,Armenia,ARM,Denmark,DNK,G,N,FI,P,16
2016,Armenia,ARM,Estonia,EST,G,N,FI,P,6
2016,Armenia,ARM,France,FRA,G,A,AR,P,766
2016,Armenia,ARM,France,FRA,G,N,FI,P,1238
2016,Armenia,ARM,France,FRA,G,A,RA,P,158
2016,Armenia,ARM,France,FRA,G,R,RA,P,216
2016,Armenia,ARM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,5
2016,Armenia,ARM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,39
2016,Armenia,ARM,Germany,DEU,G,N,NA,P,5185
2016,Armenia,ARM,Germany,DEU,G,R,RA,P,221
2016,Armenia,ARM,Greece,GRC,G,A,AR,P,19
2016,Armenia,ARM,Greece,GRC,G,N,FI,P,72
2016,Armenia,ARM,Hungary,HUN,G,N,FI,P,43
2016,Armenia,ARM,Iceland,ISL,G,N,FI,P,5
2016,Armenia,ARM,Italy,ITA,G,N,FI,P,74
2016,Armenia,ARM,Lithuania,LTU,G,N,FI,P,13
2016,Armenia,ARM,Latvia,LVA,G,N,FI,P,8
2016,Armenia,ARM,"Rep. of Moldova",MDA,G,N,FI,P,5
2016,Armenia,ARM,"Rep. of Moldova",MDA,G,J,JR,P,5
2016,Armenia,ARM,Netherlands,NLD,G,N,FI,P,50
2016,Armenia,ARM,Netherlands,NLD,G,R,RA,P,46
2016,Armenia,ARM,Norway,NOR,G,A,AR,P,7
2016,Armenia,ARM,Panama,PAN,G,N,FI,P,7
2016,Armenia,ARM,Poland,POL,G,A,AR,P,16
2016,Armenia,ARM,Poland,POL,G,N,FI,P,321
2016,Armenia,ARM,"Russian Federation",RUS,G,N,TA,P,5
2016,Armenia,ARM,Spain,ESP,G,N,FI,P,90
2016,Armenia,ARM,Slovakia,SVK,G,R,RA,P,5
2016,Armenia,ARM,Sweden,SWE,G,A,AR,P,321
2016,Armenia,ARM,Sweden,SWE,G,N,FI,P,146
2016,Armenia,ARM,Sweden,SWE,G,R,RA,P,71
2016,Armenia,ARM,Switzerland,CHE,G,N,FI,P,47
2016,Armenia,ARM,Switzerland,CHE,G,R,FI,P,7
2016,Armenia,ARM,"United States of America",USA,G,N,EO,P,294
2016,Armenia,ARM,"United States of America",USA,G,N,IN,C,249
